username,name,url_main,url_user,exists,http_status,response_time_s
alinaa.shah54,BoardGameGeek,https://boardgamegeek.com/,https://boardgamegeek.com/user/alinaa.shah54,Claimed,200,4.281999800004996
alinaa.shah54,BugCrowd,https://bugcrowd.com/,https://bugcrowd.com/alinaa.shah54,Claimed,200,6.133559200010495
alinaa.shah54,TikTok,https://www.tiktok.com,https://www.tiktok.com/@alinaa.shah54,Claimed,200,53.770147500006715
alinaa.shah54,Vero,https://vero.co/,https://vero.co/alinaa.shah54,Claimed,404,58.966774200001964
alinaa.shah54,omg.lol,https://home.omg.lol,https://alinaa.shah54.omg.lol,Claimed,200,72.12945350000518
alinaa.shah54,threads,https://www.threads.net/,https://www.threads.net/@alinaa.shah54,Claimed,200,89.17601159997866
alinaa.shah54,BabyRu,https://www.baby.ru/,https://www.baby.ru/u/alinaa.shah54,Claimed,403,76.03590200000326
